frame.number,frame.time_epoch,ip.src,ip.dst,ip.hdr_len,tcp.hdr_len,udp.length,frame.protocols,frame.len,frame.cap_len,tcp.flags.fin,tcp.flags.syn,tcp.flags.reset,tcp.flags.push,tcp.flags.ack,tcp.flags.urg,tcp.flags.ece,tcp.flags.cwr,http,tls,dns,telnet,smtp,ssh,irc,tcp,udp,dhcp,arp,icmp,igmp,ip,llc
81,1722425767.359554000,192.168.29.218,192.168.29.55,20,20,,eth:ethertype:ip:tcp:http,202,202,False,False,False,True,True,False,False,False,http,,,,,,,Transmission Control Protocol, Src Port: 55692, Dst Port: 80, Seq: 1, Ack: 1, Len: 148,,,,,,Internet Protocol Version 4, Src: 192.168.29.218, Dst: 192.168.29.55,
82,1722425767.378471000,192.168.29.55,192.168.29.218,20,20,,eth:ethertype:ip:tcp,270,270,False,False,False,True,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 80, Dst Port: 55692, Seq: 1, Ack: 149, Len: 215,,,,,,Internet Protocol Version 4, Src: 192.168.29.55, Dst: 192.168.29.218,
83,1722425767.387641000,192.168.29.55,192.168.29.218,20,20,,eth:ethertype:ip:tcp:http:data-text-lines,54,54,True,False,False,False,True,False,False,False,http,,,,,,,Transmission Control Protocol, Src Port: 80, Dst Port: 55692, Seq: 216, Ack: 149, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.55, Dst: 192.168.29.218,
84,1722425767.387939000,192.168.29.218,192.168.29.55,20,20,,eth:ethertype:ip:tcp,54,54,False,False,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 55692, Dst Port: 80, Seq: 149, Ack: 217, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.218, Dst: 192.168.29.55,
85,1722425767.388654000,192.168.29.218,192.168.29.55,20,20,,eth:ethertype:ip:tcp,54,54,True,False,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 55692, Dst Port: 80, Seq: 149, Ack: 217, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.218, Dst: 192.168.29.55,
86,1722425767.442801000,192.168.29.55,192.168.29.218,20,20,,eth:ethertype:ip:tcp,54,54,False,False,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 80, Dst Port: 55692, Seq: 217, Ack: 150, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.55, Dst: 192.168.29.218,
87,1722425769.763323000,192.168.29.218,192.168.29.55,20,32,,eth:ethertype:ip:tcp,66,66,False,True,False,False,False,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 55695, Dst Port: 80, Seq: 0, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.218, Dst: 192.168.29.55,
88,1722425769.769065000,192.168.29.55,192.168.29.218,20,24,,eth:ethertype:ip:tcp,58,58,False,True,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 80, Dst Port: 55695, Seq: 0, Ack: 1, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.55, Dst: 192.168.29.218,
89,1722425769.769157000,192.168.29.218,192.168.29.55,20,20,,eth:ethertype:ip:tcp,54,54,False,False,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 55695, Dst Port: 80, Seq: 1, Ack: 1, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.218, Dst: 192.168.29.55,
90,1722425769.769366000,192.168.29.218,192.168.29.55,20,20,,eth:ethertype:ip:tcp:http,202,202,False,False,False,True,True,False,False,False,http,,,,,,,Transmission Control Protocol, Src Port: 55695, Dst Port: 80, Seq: 1, Ack: 1, Len: 148,,,,,,Internet Protocol Version 4, Src: 192.168.29.218, Dst: 192.168.29.55,
91,1722425769.964042000,192.168.29.55,192.168.29.218,20,20,,eth:ethertype:ip:tcp,54,54,False,False,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 80, Dst Port: 55695, Seq: 1, Ack: 149, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.55, Dst: 192.168.29.218,
92,1722425769.966231000,192.168.29.55,192.168.29.218,20,20,,eth:ethertype:ip:tcp,270,270,False,False,False,True,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 80, Dst Port: 55695, Seq: 1, Ack: 149, Len: 215,,,,,,Internet Protocol Version 4, Src: 192.168.29.55, Dst: 192.168.29.218,
93,1722425769.966231000,192.168.29.55,192.168.29.218,20,20,,eth:ethertype:ip:tcp:http:data-text-lines,54,54,True,False,False,False,True,False,False,False,http,,,,,,,Transmission Control Protocol, Src Port: 80, Dst Port: 55695, Seq: 216, Ack: 149, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.55, Dst: 192.168.29.218,
94,1722425769.966290000,192.168.29.218,192.168.29.55,20,20,,eth:ethertype:ip:tcp,54,54,False,False,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 55695, Dst Port: 80, Seq: 149, Ack: 217, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.218, Dst: 192.168.29.55,
95,1722425769.966959000,192.168.29.218,192.168.29.55,20,20,,eth:ethertype:ip:tcp,54,54,True,False,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 55695, Dst Port: 80, Seq: 149, Ack: 217, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.218, Dst: 192.168.29.55,
96,1722425769.971654000,192.168.29.55,192.168.29.218,20,20,,eth:ethertype:ip:tcp,54,54,False,False,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 80, Dst Port: 55695, Seq: 217, Ack: 150, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.55, Dst: 192.168.29.218,
97,1722425787.637380000,192.168.29.218,192.168.29.55,20,32,,eth:ethertype:ip:tcp,66,66,False,True,False,False,False,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 55704, Dst Port: 80, Seq: 0, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.218, Dst: 192.168.29.55,
98,1722425787.649349000,192.168.29.55,192.168.29.218,20,24,,eth:ethertype:ip:tcp,58,58,False,True,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 80, Dst Port: 55704, Seq: 0, Ack: 1, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.55, Dst: 192.168.29.218,
99,1722425787.649451000,192.168.29.218,192.168.29.55,20,20,,eth:ethertype:ip:tcp,54,54,False,False,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 55704, Dst Port: 80, Seq: 1, Ack: 1, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.218, Dst: 192.168.29.55,
100,1722425787.649565000,192.168.29.218,192.168.29.55,20,20,,eth:ethertype:ip:tcp:http,202,202,False,False,False,True,True,False,False,False,http,,,,,,,Transmission Control Protocol, Src Port: 55704, Dst Port: 80, Seq: 1, Ack: 1, Len: 148,,,,,,Internet Protocol Version 4, Src: 192.168.29.218, Dst: 192.168.29.55,
101,1722425787.867474000,192.168.29.218,192.168.29.55,20,20,,eth:ethertype:ip:tcp,202,202,False,False,False,True,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 55704, Dst Port: 80, Seq: 1, Ack: 1, Len: 148,,,,,,Internet Protocol Version 4, Src: 192.168.29.218, Dst: 192.168.29.55,
102,1722425787.874793000,192.168.29.55,192.168.29.218,20,20,,eth:ethertype:ip:tcp,54,54,False,False,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 80, Dst Port: 55704, Seq: 1, Ack: 149, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.55, Dst: 192.168.29.218,
103,1722425787.884539000,192.168.29.55,192.168.29.218,20,20,,eth:ethertype:ip:tcp,270,270,False,False,False,True,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 80, Dst Port: 55704, Seq: 1, Ack: 149, Len: 215,,,,,,Internet Protocol Version 4, Src: 192.168.29.55, Dst: 192.168.29.218,
104,1722425787.884539000,192.168.29.55,192.168.29.218,20,20,,eth:ethertype:ip:tcp:http:data-text-lines,54,54,True,False,False,False,True,False,False,False,http,,,,,,,Transmission Control Protocol, Src Port: 80, Dst Port: 55704, Seq: 216, Ack: 149, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.55, Dst: 192.168.29.218,
105,1722425787.884632000,192.168.29.218,192.168.29.55,20,20,,eth:ethertype:ip:tcp,54,54,False,False,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 55704, Dst Port: 80, Seq: 149, Ack: 217, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.218, Dst: 192.168.29.55,
106,1722425787.885778000,192.168.29.218,192.168.29.55,20,20,,eth:ethertype:ip:tcp,54,54,True,False,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 55704, Dst Port: 80, Seq: 149, Ack: 217, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.218, Dst: 192.168.29.55,
107,1722425787.897938000,192.168.29.55,192.168.29.218,20,20,,eth:ethertype:ip:tcp,54,54,False,False,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 80, Dst Port: 55704, Seq: 217, Ack: 150, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.55, Dst: 192.168.29.218,
108,1722425789.455828000,192.168.29.218,192.168.29.55,20,32,,eth:ethertype:ip:tcp,66,66,False,True,False,False,False,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 55708, Dst Port: 80, Seq: 0, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.218, Dst: 192.168.29.55,
109,1722425789.533872000,192.168.29.55,192.168.29.218,20,24,,eth:ethertype:ip:tcp,58,58,False,True,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 80, Dst Port: 55708, Seq: 0, Ack: 1, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.55, Dst: 192.168.29.218,
110,1722425789.534095000,192.168.29.218,192.168.29.55,20,20,,eth:ethertype:ip:tcp,54,54,False,False,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 55708, Dst Port: 80, Seq: 1, Ack: 1, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.218, Dst: 192.168.29.55,
111,1722425789.534192000,192.168.29.218,192.168.29.55,20,20,,eth:ethertype:ip:tcp:http,202,202,False,False,False,True,True,False,False,False,http,,,,,,,Transmission Control Protocol, Src Port: 55708, Dst Port: 80, Seq: 1, Ack: 1, Len: 148,,,,,,Internet Protocol Version 4, Src: 192.168.29.218, Dst: 192.168.29.55,
112,1722425789.683437000,192.168.29.55,192.168.29.218,20,20,,eth:ethertype:ip:tcp,54,54,False,False,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 80, Dst Port: 55708, Seq: 1, Ack: 149, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.55, Dst: 192.168.29.218,
113,1722425789.696263000,192.168.29.55,192.168.29.218,20,20,,eth:ethertype:ip:tcp,270,270,False,False,False,True,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 80, Dst Port: 55708, Seq: 1, Ack: 149, Len: 215,,,,,,Internet Protocol Version 4, Src: 192.168.29.55, Dst: 192.168.29.218,
114,1722425789.696263000,192.168.29.55,192.168.29.218,20,20,,eth:ethertype:ip:tcp:http:data-text-lines,54,54,True,False,False,False,True,False,False,False,http,,,,,,,Transmission Control Protocol, Src Port: 80, Dst Port: 55708, Seq: 216, Ack: 149, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.55, Dst: 192.168.29.218,
115,1722425789.696408000,192.168.29.218,192.168.29.55,20,20,,eth:ethertype:ip:tcp,54,54,False,False,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 55708, Dst Port: 80, Seq: 149, Ack: 217, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.218, Dst: 192.168.29.55,
116,1722425789.697016000,192.168.29.218,192.168.29.55,20,20,,eth:ethertype:ip:tcp,54,54,True,False,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 55708, Dst Port: 80, Seq: 149, Ack: 217, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.218, Dst: 192.168.29.55,
117,1722425790.039544000,192.168.29.218,192.168.29.55,20,20,,eth:ethertype:ip:tcp,54,54,True,False,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 55708, Dst Port: 80, Seq: 149, Ack: 217, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.218, Dst: 192.168.29.55,
118,1722425790.093395000,192.168.29.55,192.168.29.218,20,20,,eth:ethertype:ip:tcp,54,54,False,False,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 80, Dst Port: 55708, Seq: 217, Ack: 150, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.55, Dst: 192.168.29.218,
119,1722425790.557941000,192.168.29.218,192.168.29.55,20,32,,eth:ethertype:ip:tcp,66,66,False,True,False,False,False,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 55710, Dst Port: 80, Seq: 0, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.218, Dst: 192.168.29.55,
120,1722425790.570376000,192.168.29.55,192.168.29.218,20,24,,eth:ethertype:ip:tcp,58,58,False,True,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 80, Dst Port: 55710, Seq: 0, Ack: 1, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.55, Dst: 192.168.29.218,
121,1722425790.570539000,192.168.29.218,192.168.29.55,20,20,,eth:ethertype:ip:tcp,54,54,False,False,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 55710, Dst Port: 80, Seq: 1, Ack: 1, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.218, Dst: 192.168.29.55,
122,1722425790.570659000,192.168.29.218,192.168.29.55,20,20,,eth:ethertype:ip:tcp:http,202,202,False,False,False,True,True,False,False,False,http,,,,,,,Transmission Control Protocol, Src Port: 55710, Dst Port: 80, Seq: 1, Ack: 1, Len: 148,,,,,,Internet Protocol Version 4, Src: 192.168.29.218, Dst: 192.168.29.55,
123,1722425790.629887000,192.168.29.55,192.168.29.218,20,20,,eth:ethertype:ip:tcp,270,270,False,False,False,True,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 80, Dst Port: 55710, Seq: 1, Ack: 149, Len: 215,,,,,,Internet Protocol Version 4, Src: 192.168.29.55, Dst: 192.168.29.218,
124,1722425790.629887000,192.168.29.55,192.168.29.218,20,20,,eth:ethertype:ip:tcp:http:data-text-lines,54,54,True,False,False,False,True,False,False,False,http,,,,,,,Transmission Control Protocol, Src Port: 80, Dst Port: 55710, Seq: 216, Ack: 149, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.55, Dst: 192.168.29.218,
125,1722425790.630001000,192.168.29.218,192.168.29.55,20,20,,eth:ethertype:ip:tcp,54,54,False,False,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 55710, Dst Port: 80, Seq: 149, Ack: 217, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.218, Dst: 192.168.29.55,
126,1722425790.630818000,192.168.29.218,192.168.29.55,20,20,,eth:ethertype:ip:tcp,54,54,True,False,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 55710, Dst Port: 80, Seq: 149, Ack: 217, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.218, Dst: 192.168.29.55,
127,1722425790.647317000,192.168.29.55,192.168.29.218,20,20,,eth:ethertype:ip:tcp,54,54,False,False,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 80, Dst Port: 55710, Seq: 217, Ack: 150, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.55, Dst: 192.168.29.218,
128,1722425791.607789000,192.168.29.218,192.168.29.55,20,32,,eth:ethertype:ip:tcp,66,66,False,True,False,False,False,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 55715, Dst Port: 80, Seq: 0, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.218, Dst: 192.168.29.55,
129,1722425791.971762000,192.168.29.55,192.168.29.218,20,24,,eth:ethertype:ip:tcp,58,58,False,True,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 80, Dst Port: 55715, Seq: 0, Ack: 1, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.55, Dst: 192.168.29.218,
130,1722425791.973534000,192.168.29.218,192.168.29.55,20,20,,eth:ethertype:ip:tcp,54,54,False,False,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 55715, Dst Port: 80, Seq: 1, Ack: 1, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.218, Dst: 192.168.29.55,
131,1722425791.973598000,192.168.29.218,192.168.29.55,20,20,,eth:ethertype:ip:tcp:http,202,202,False,False,False,True,True,False,False,False,http,,,,,,,Transmission Control Protocol, Src Port: 55715, Dst Port: 80, Seq: 1, Ack: 1, Len: 148,,,,,,Internet Protocol Version 4, Src: 192.168.29.218, Dst: 192.168.29.55,
132,1722425791.988629000,192.168.29.55,192.168.29.218,20,20,,eth:ethertype:ip:tcp,270,270,False,False,False,True,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 80, Dst Port: 55715, Seq: 1, Ack: 149, Len: 215,,,,,,Internet Protocol Version 4, Src: 192.168.29.55, Dst: 192.168.29.218,
133,1722425791.988629000,192.168.29.55,192.168.29.218,20,20,,eth:ethertype:ip:tcp:http:data-text-lines,54,54,True,False,False,False,True,False,False,False,http,,,,,,,Transmission Control Protocol, Src Port: 80, Dst Port: 55715, Seq: 216, Ack: 149, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.55, Dst: 192.168.29.218,
134,1722425791.988680000,192.168.29.218,192.168.29.55,20,20,,eth:ethertype:ip:tcp,54,54,False,False,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 55715, Dst Port: 80, Seq: 149, Ack: 217, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.218, Dst: 192.168.29.55,
135,1722425791.989225000,192.168.29.218,192.168.29.55,20,20,,eth:ethertype:ip:tcp,54,54,True,False,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 55715, Dst Port: 80, Seq: 149, Ack: 217, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.218, Dst: 192.168.29.55,
136,1722425792.043598000,192.168.29.55,192.168.29.218,20,20,,eth:ethertype:ip:tcp,54,54,False,False,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 80, Dst Port: 55715, Seq: 217, Ack: 150, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.55, Dst: 192.168.29.218,
137,1722425792.360596000,192.168.29.218,192.168.29.55,20,32,,eth:ethertype:ip:tcp,66,66,False,True,False,False,False,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 55749, Dst Port: 80, Seq: 0, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.218, Dst: 192.168.29.55,
138,1722425792.366130000,192.168.29.55,192.168.29.218,20,24,,eth:ethertype:ip:tcp,58,58,False,True,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 80, Dst Port: 55749, Seq: 0, Ack: 1, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.55, Dst: 192.168.29.218,
139,1722425792.366522000,192.168.29.218,192.168.29.55,20,20,,eth:ethertype:ip:tcp,54,54,False,False,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 55749, Dst Port: 80, Seq: 1, Ack: 1, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.218, Dst: 192.168.29.55,
140,1722425792.366651000,192.168.29.218,192.168.29.55,20,20,,eth:ethertype:ip:tcp:http,202,202,False,False,False,True,True,False,False,False,http,,,,,,,Transmission Control Protocol, Src Port: 55749, Dst Port: 80, Seq: 1, Ack: 1, Len: 148,,,,,,Internet Protocol Version 4, Src: 192.168.29.218, Dst: 192.168.29.55,
141,1722425792.491771000,192.168.29.55,192.168.29.218,20,20,,eth:ethertype:ip:tcp,54,54,False,False,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 80, Dst Port: 55749, Seq: 1, Ack: 149, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.55, Dst: 192.168.29.218,
142,1722425792.492966000,192.168.29.55,192.168.29.218,20,20,,eth:ethertype:ip:tcp,270,270,False,False,False,True,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 80, Dst Port: 55749, Seq: 1, Ack: 149, Len: 215,,,,,,Internet Protocol Version 4, Src: 192.168.29.55, Dst: 192.168.29.218,
143,1722425792.497874000,192.168.29.55,192.168.29.218,20,20,,eth:ethertype:ip:tcp:http:data-text-lines,54,54,True,False,False,False,True,False,False,False,http,,,,,,,Transmission Control Protocol, Src Port: 80, Dst Port: 55749, Seq: 216, Ack: 149, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.55, Dst: 192.168.29.218,
144,1722425792.497924000,192.168.29.218,192.168.29.55,20,20,,eth:ethertype:ip:tcp,54,54,False,False,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 55749, Dst Port: 80, Seq: 149, Ack: 217, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.218, Dst: 192.168.29.55,
145,1722425792.498089000,192.168.29.218,192.168.29.55,20,20,,eth:ethertype:ip:tcp,54,54,True,False,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 55749, Dst Port: 80, Seq: 149, Ack: 217, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.218, Dst: 192.168.29.55,
146,1722425792.501827000,192.168.29.55,192.168.29.218,20,20,,eth:ethertype:ip:tcp,54,54,False,False,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 80, Dst Port: 55749, Seq: 217, Ack: 150, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.55, Dst: 192.168.29.218,
147,1722425793.163672000,192.168.29.218,192.168.29.55,20,32,,eth:ethertype:ip:tcp,66,66,False,True,False,False,False,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 55752, Dst Port: 80, Seq: 0, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.218, Dst: 192.168.29.55,
148,1722425793.166582000,192.168.29.55,192.168.29.218,20,24,,eth:ethertype:ip:tcp,58,58,False,True,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 80, Dst Port: 55752, Seq: 0, Ack: 1, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.55, Dst: 192.168.29.218,
149,1722425793.166676000,192.168.29.218,192.168.29.55,20,20,,eth:ethertype:ip:tcp,54,54,False,False,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 55752, Dst Port: 80, Seq: 1, Ack: 1, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.218, Dst: 192.168.29.55,
150,1722425793.166806000,192.168.29.218,192.168.29.55,20,20,,eth:ethertype:ip:tcp:http,202,202,False,False,False,True,True,False,False,False,http,,,,,,,Transmission Control Protocol, Src Port: 55752, Dst Port: 80, Seq: 1, Ack: 1, Len: 148,,,,,,Internet Protocol Version 4, Src: 192.168.29.218, Dst: 192.168.29.55,
151,1722425793.173229000,192.168.29.55,192.168.29.218,20,20,,eth:ethertype:ip:tcp,270,270,False,False,False,True,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 80, Dst Port: 55752, Seq: 1, Ack: 149, Len: 215,,,,,,Internet Protocol Version 4, Src: 192.168.29.55, Dst: 192.168.29.218,
152,1722425793.175003000,192.168.29.55,192.168.29.218,20,20,,eth:ethertype:ip:tcp:http:data-text-lines,54,54,True,False,False,False,True,False,False,False,http,,,,,,,Transmission Control Protocol, Src Port: 80, Dst Port: 55752, Seq: 216, Ack: 149, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.55, Dst: 192.168.29.218,
153,1722425793.175051000,192.168.29.218,192.168.29.55,20,20,,eth:ethertype:ip:tcp,54,54,False,False,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 55752, Dst Port: 80, Seq: 149, Ack: 217, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.218, Dst: 192.168.29.55,
154,1722425793.175238000,192.168.29.218,192.168.29.55,20,20,,eth:ethertype:ip:tcp,54,54,True,False,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 55752, Dst Port: 80, Seq: 149, Ack: 217, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.218, Dst: 192.168.29.55,
155,1722425793.184366000,192.168.29.55,192.168.29.218,20,20,,eth:ethertype:ip:tcp,54,54,False,False,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 80, Dst Port: 55752, Seq: 217, Ack: 150, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.55, Dst: 192.168.29.218,
156,1722425794.140792000,192.168.29.218,192.168.29.55,20,32,,eth:ethertype:ip:tcp,66,66,False,True,False,False,False,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 55755, Dst Port: 80, Seq: 0, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.218, Dst: 192.168.29.55,
157,1722425794.146561000,192.168.29.55,192.168.29.218,20,24,,eth:ethertype:ip:tcp,58,58,False,True,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 80, Dst Port: 55755, Seq: 0, Ack: 1, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.55, Dst: 192.168.29.218,
158,1722425794.146697000,192.168.29.218,192.168.29.55,20,20,,eth:ethertype:ip:tcp,54,54,False,False,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 55755, Dst Port: 80, Seq: 1, Ack: 1, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.218, Dst: 192.168.29.55,
159,1722425794.146859000,192.168.29.218,192.168.29.55,20,20,,eth:ethertype:ip:tcp:http,202,202,False,False,False,True,True,False,False,False,http,,,,,,,Transmission Control Protocol, Src Port: 55755, Dst Port: 80, Seq: 1, Ack: 1, Len: 148,,,,,,Internet Protocol Version 4, Src: 192.168.29.218, Dst: 192.168.29.55,
160,1722425794.283868000,192.168.29.55,192.168.29.218,20,20,,eth:ethertype:ip:tcp,54,54,False,False,False,False,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 80, Dst Port: 55755, Seq: 1, Ack: 149, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.55, Dst: 192.168.29.218,
161,1722425794.284641000,192.168.29.55,192.168.29.218,20,20,,eth:ethertype:ip:tcp,270,270,False,False,False,True,True,False,False,False,,,,,,,,Transmission Control Protocol, Src Port: 80, Dst Port: 55755, Seq: 1, Ack: 149, Len: 215,,,,,,Internet Protocol Version 4, Src: 192.168.29.55, Dst: 192.168.29.218,
162,1722425794.285624000,192.168.29.55,192.168.29.218,20,20,,eth:ethertype:ip:tcp:http:data-text-lines,54,54,True,False,False,False,True,False,False,False,http,,,,,,,Transmission Control Protocol, Src Port: 80, Dst Port: 55755, Seq: 216, Ack: 149, Len: 0,,,,,,Internet Protocol Version 4, Src: 192.168.29.55, Dst: 192.168.29.218,
