Header-Length,Duration,Rate,Srate,syn_flag_number,psh_flag_number,ack_flag_number,syn_count,fin_count,rst_count,HTTPS,TCP,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitude,Radius,Covariance,Variance,Weight
88.65060240963855,51.960193157196045,1.5973766638799571,0.019245501974457315,0,15,65,22,15,0,0,1,7358,42,270,88.65060240963855,70.47304167758912,83,100000041,82,91.49418655214934,5662.694393990807,-1236.4705882352941,0.41431554103122736,1575
